Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],
Agricultural land (% of land area),AG.LND.AGRI.ZS,Croatia,HRV,..,20.9078552,27.46765778,27.62490172,26.74933886,26.51704667,26.87441927,26.89421015,26.37598284,25.87562545,26.55468192,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cuba,CUB,62.76536313,61.02420857,59.94524496,59.8490965,60.69364162,60.69364162,61.66666667,61.66666667,61.66666667,61.66666667,61.66666667,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cyprus,CYP,17.38095238,15.31385281,13.70995671,11.83874459,13.14069264,14.33408009,13.56367965,13.81471861,13.16085498,13.31604978,13.96063853,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Czechia,CZE,..,55.39019024,45.25320554,45.1754954,45.60290118,45.62880456,45.63999974,45.64686659,45.73056051,45.74762027,45.8019594,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Denmark,DNK,69.7,66.175,65.847475,65.6275,65.7825,65.8125,65.649125,65.499675,65.45,65.6,65.525,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Djibouti,DJI,56.03968939,69.09404659,73.45987921,73.45987921,73.45987921,73.45987921,73.45987921,73.50301984,73.50301984,73.50301984,73.50733391,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Dominica,DMA,24,28,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Dominican Republic,DOM,54.17442972,52.05961499,50.0964852,51.82594494,52.38640861,53.36602981,53.70121843,52.32439216,52.41072974,54.69412436,55.35308089,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ecuador,ECU,28.34128016,32.47704944,23.30890643,22.2096956,22.50765019,21.9358995,21.46078273,21.82315993,22.02448059,21.53325817,21.541311,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Egypt, Arab Rep.",EGY,2.660103471,3.306042493,3.807199859,3.750831684,3.854506806,3.880656989,3.939926666,3.989150635,4.049424883,4.076548295,4.076548295,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,El Salvador,SLV,61.33204633,62.09942085,59.02509653,58.59555985,58.16602317,57.70752896,57.70752896,57.70752896,57.70752896,57.70752896,57.70752896,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Equatorial Guinea,GNQ,3.702317291,3.666666667,3.717647059,3.72228164,3.726916221,3.731550802,3.736185383,3.740463458,3.740463458,3.740463458,3.733333333,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Eritrea,ERI,..,74.55445545,62.69780167,62.70366146,62.70688595,62.7035294,62.70206281,62.72263717,62.65153303,62.65153303,62.65153303,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Estonia,EST,..,23.26020288,22.84334023,23.07338394,22.97076023,23.04093567,23.12046784,23.04093567,23.0877193,23.07512286,23.12192839,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Eswatini,SWZ,71.97674419,71.10465116,70.46511628,70.23255814,70,69.8255814,69.59302326,69.47674419,69.47674419,69.47674419,69.47674419,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ethiopia,ETH,..,30.534,32.96711041,33.10824738,33.26392881,33.58523515,33.83925636,34.0927477,34.35547063,34.07795649,34.07795649,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Faroe Islands,FRO,69.14899713,69.12106017,69.06733524,69.01862464,69.01862464,69.00787966,69.00787966,70.32942899,70.12408759,70.0729927,70.12408759,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Fiji,FJI,22.44116037,20.35030104,17.27422003,17.23590586,17.19759168,17.1592775,17.12096333,17.05528188,17.05528188,17.05528188,17.05528188,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Finland,FIN,7.856462786,7.281919958,7.480504097,7.485768813,7.469070808,7.475651487,7.481985984,7.468579325,7.461810042,7.455229962,7.441768654,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,France,FRA,56.76370721,55.30642917,53.30160497,53.28513035,53.2470526,53.17766027,52.91557491,52.72967066,52.74172725,52.67388923,52.50439744,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,French Polynesia,PYF,9.818907104,9.570959378,8.928089888,8.786747335,8.933535004,9.080293863,8.938980121,9.08573898,8.944425238,8.803082685,8.661768943,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Gabon,GAB,7.782745372,8.021888462,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Gambia, The",GMB,57.50988142,50,63.63636364,63.63636364,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Georgia,GEO,..,43.17167938,34.79781263,34.45100014,34.31860699,34.16606706,34.14304216,34.21931213,34.24809325,34.30565549,34.13296877,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Germany,DEU,51.64838312,48.91245164,47.95906667,47.68433707,47.76311647,47.64153644,47.70027763,47.49706632,47.48561779,47.50114495,47.46587299,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ghana,GHA,55.49793443,56.10231212,54.56409642,54.31107585,53.10698734,53.69403885,54.84907376,55.39375027,55.39301991,55.39301991,55.39301991,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greece,GRC,71.54383243,66.16757176,48.09154383,47.60279286,46.96307836,46.11086424,45.48926455,43.63584562,44.31286734,41.67601707,41.67601784,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greenland,GRL,0.69300556,0.584236813,0.592276769,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Grenada,GRD,38.23529412,35.29411765,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guam,GUM,37.03703704,37.03703704,31.48148148,31.48148148,31.48148148,29.62962963,29.62962963,29.62962963,29.62962963,29.62962963,29.62962963,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guatemala,GTM,39.98693542,44.4356103,41.65733483,41.93542367,42.2135125,42.49160134,42.76969018,43.03844718,43.03844718,43.03844718,43.03844718,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea,GIN,57.17934641,57.23611021,66.08869852,66.50921048,67.28474605,67.97852149,67.91184926,69.09706455,70.55332126,71.9489195,73.22924874,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea-Bissau,GNB,20.57859175,23.58179232,28.08641536,28.26619488,28.26757112,28.82659317,29.05238976,29.33539829,29.84903272,29.62391181,29.89084282,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guyana,GUY,3.613287275,3.633607315,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.405323482,3.410059676,3.410059676,3.410059676,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Haiti,HTI,57.94629898,61.32075472,75.03628447,75.03628447,72.9317852,72.38751814,64.94920174,64.94920174,65.13062409,65.13062409,65.13062409,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Honduras,HND,29.67199929,26.23111985,30.16355349,30.6014836,31.17347395,31.36115828,31.36115828,31.62034141,31.95996068,31.95996068,31.95996068,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Hong Kong SAR, China",HKG,8.080808081,6.666666667,4.857142857,4.761904762,4.857142857,4.761904762,4.761904762,3.80952381,3.80952381,3.80952381,3.80952381,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Hungary,HUN,72.03738734,65.32024102,57.68134999,57.87858865,58.10870042,58.03199649,57.83475783,53.8754394,55.26724304,55.62143327,55.69850975,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.96259352,18.84289277,18.67331671,18.67331671,18.67331671,18.56590301,18.56590301,18.56590301,18.56590301,18.56590301,16.24516513,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,India,IND,61.01628218,60.86896566,60.43172485,60.39909996,60.28407199,60.2437113,60.21983123,60.04594392,60.05076477,60.05558565,60.0604065,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Indonesia,IDN,24.88614848,23.76434007,27.61120777,27.87305897,27.75989399,28.41183445,28.75032934,28.96499061,28.9558492,29.00738302,29.12580576,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Iran, Islamic Rep.",IRN,37.75878582,38.608512,28.21410153,28.21410153,28.61941448,28.91525424,28.96024653,28.98489985,29.00893683,29.00893683,29.00893683,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iraq,IRQ,21.12124746,19.42337152,21.36420595,21.47454207,21.51162791,21.60422732,21.76951604,21.77550503,21.84391772,21.77849953,21.83078801,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ireland,IRL,65.86442154,63.81419655,64.30541443,64.75540717,65.16185223,65.55378139,65.66990855,65.49571781,62.9554362,63.11511105,60.80708376,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Isle of Man,IMN,69.47368421,76.84210526,72.10526316,70.52631579,70.87719298,72.28070175,70.52631579,70.52631579,68.77192982,71.40350877,69.08982456,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Israel,ISR,26.75600739,26.15526802,24.67190388,25.50831793,29.75970425,29.6349353,29.50092421,25.03696858,24.90757856,24.70425139,24.8012939,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Italy,ITA,57.25748869,52.87807979,43.77481249,43.32505969,43.3743296,41.94874847,44.36999564,42.33226362,41.94223159,43.96314757,44.25658393,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jamaica,JAM,43.95198523,44.22899354,38.50415512,38.50415512,38.50415512,38.50415512,38.50415512,38.50415512,38.50415512,38.50415512,38.50415512,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Japan,JPN,15.99561163,14.42524005,13.29492455,13.20438957,13.10836763,13.02057613,12.93552812,12.84499314,12.781893,12.71604938,12.63683031,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jordan,JOR,11.78830462,12.11468722,11.89794999,12.00675828,11.34264474,11.50934895,11.67308602,11.58862085,11.52104872,11.74628916,11.53231074,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kazakhstan,KAZ,..,79.7841612,80.10508575,80.09856651,80.08804682,80.02226173,79.25854725,79.32333222,79.36648517,79.36648517,79.36648517,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kenya,KEN,46.99592824,46.96695418,49.5619679,49.66148697,48.92889014,49.55216649,49.51748518,49.38921109,49.40139751,49.48304536,49.52632239,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kiribati,KIR,48.14814815,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Dem. People's Rep.",PRK,20.79947679,21.00473383,21.84696454,21.61780583,21.56797608,21.57628104,21.55136617,21.5638236,21.55967112,21.55302716,21.55385765,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Rep.",KOR,22.58967448,20.45407423,17.81517779,17.44607084,17.19515947,16.94011485,16.77254098,16.60860656,16.42418033,16.2295082,16.06557377,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kuwait,KWT,7.912457912,8.305274972,8.383838384,8.417508418,8.496071829,8.417508418,8.417508418,8.417508418,8.417508418,8.417508418,8.417508418,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kyrgyz Republic,KGZ,..,55.86027112,55.0375391,54.95881126,54.9535975,54.07090719,54.05839416,54.0552659,54.0464025,55.25260688,54.00857143,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lao PDR,LAO,7.19237435,7.824956672,10.45450607,10.51126516,10.22357019,10.05112652,9.804592721,9.566291161,9.57712305,9.791161179,9.909878683,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Latvia,LVA,..,25.51946904,30.28428174,31.03154579,31.06368618,31.14403715,31.49758144,31.64068777,31.65675719,31.65675719,31.67282661,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lebanon,LBN,59.13978495,58.16226784,65.00488759,65.59139785,65.81818182,65.64516129,65.62072336,65.89589443,66.62949169,66.12756598,65.9055523,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lesotho,LSO,76.44927536,76.87747036,73.22134387,77.60210804,79.64426877,80.14822134,70.96179183,77.38471673,73.43214756,74.94729908,77.75849802,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Liberia,LBR,11.04401993,14.19348214,18.85852575,19.17029381,19.48389016,19.79758929,19.96511628,19.96511628,19.96511628,19.96511628,19.96511628,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Libya,LBY,8.783545699,8.780704048,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Liechtenstein,LIE,43.75,43.75,32.625,32.5,32.375,32.375,32.3125,32.3125,32.3125,32.3125,32.3125,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lithuania,LTU,..,54.53095086,47.9792498,47.15526324,46.8590859,47.05412741,47.50878314,46.99457042,46.9222169,46.50341831,45.89456869,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Luxembourg,LUX,..,49.71916441,50.98933369,50.74889491,50.94582942,51.10159024,51.11067952,51.32186944,51.58433225,51.47114346,51.66062009,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Madagascar,MDG,62.46345909,69.6426729,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malawi,MWI,44.7390751,50.16970725,60.52184981,61.1158252,61.69919389,62.29316928,62.87653797,63.47051336,64.17055579,64.17055579,64.17055579,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malaysia,MYS,20.56490641,21.11915995,26.08421854,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Maldives,MDV,26.66666667,30,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,19.66666667,19.66666667,19.79865772,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mali,MLI,26.33032561,31.68768798,34.38263336,34.60595727,34.74003713,34.91164212,35.08882863,35.24767889,35.43438563,35.46612585,35.46946689,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malta,MLT,40.625,28.125,31.96875,32.4375,32.4375,32.4375,32.4375,28.46875,27.34375,27.34375,25.909375,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Marshall Islands,MHL,..,47.22222222,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mauritania,MRT,38.47482294,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mauritius,MUS,54.491133,49.10389163,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0432649,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mexico,MEX,54.09141182,54.6979089,50.7626225,50.58669204,49.87062424,49.64942514,49.43851437,51.51494411,51.50640783,50.87012269,50.693388,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Micronesia, Fed. Sts.",FSM,..,7.857142857,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Moldova,MDA,..,77.37226277,70.49878345,70.49574209,70.45606567,68.63553016,68.77111467,75.14459656,75.06840985,74.96958637,74.09656848,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mongolia,MNG,81.20256821,84.31351527,72.99021728,72.92367713,72.86357138,72.8416348,72.66419566,72.21898915,72.17917448,71.90965066,68.95557296,..,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Montenegro,MNE,..,..,17.20446097,19.01115242,19.05576208,19.0929368,19.10780669,19.17843866,19.00074349,18.88475836,19.59256506,..,
